ID,Text_Number,Name,Description,Contributor,Citation,Examples_Count,Media_Reference
C_04_4-lopos,26,Ai kopi yip papi,"The house that Margaret's father built is a family home. The events described took place around six decades ago, but the construction technique she describes is still used today. The only difference is the use of nails instead of ropes. My own house was also built the way Margaret describes. The supporting posts, which are anchored in the ground, are usually made of ironwood (\textit{Intsia bijuga}), a hard wood. The floor of the house is about 1 metre (or even higher) from the ground.  The use of six support posts results in a house that is about 6 metres long and 3 metres wide. That's a rather small floor plan. As we see in Sequence \ref{ex:nrexbaesli}, the fireplace was inside the house. Nowadays, people often have a separate kitchen house (\textit{haus kuk} in Tok Pisin) of about 6 square metres where all meals are prepared. Traditionally, the Kilmeri had single-family houses owned by one family. The communal houses included a house for adolescent men and the men's house for ritual purposes. The latter were absolutely taboo for women (see \textref{sc0204}). Each village had its own men's house (\textit{haus tambaran} in Tok Pisin), and the men would sleep and eat there (see Sequence (\ref{ex:nrexdupuni}) below). This was also the place for conversations and discussions. The spheres of life of men and women were thus relatively separate - a fact that Margaret Osi often repeats when she comments on the ``modern'' way of life. Above all, women did not have as many children as they do today. According to her, four children were normal compared to six to eight children today.    Some remarks to Margaret Osi's narrative style: The work steps are usually described in two clauses. First the action clause appears in the punctual past tense, and then the result is given in a separate clause in the modality of resultative factuality. The descriptive sequence of action and result, repeated for each work step, depicts the process of building the house perfectly. Note also the list of words and phrases indicating daybreak in Sequence (\ref{ex:nrexdupuni}). This adds a poetic touch to the scenery and the narrative. The sunrise itself cannot be seen in the forest. But you can see the change from black to grey to light. ",Margaret Osi ,"Margaret Osi . 2026. Ai kopi yip papi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",19,
C_05_4-sui,27,Ono basuiko,"The bodies of the deceased were placed on a mortuary platform in a tree and burned with a fire below the platform until only the bones remained. This story is not the only Kilmeri source for this procedure. During a visit to the village of Awol, the local consultants also spoke of this tradition, which had only recently disappeared.  This method of treating corpses is widespread. It has also been documented for the Simog and Daonda people, who both speak a language of the Border family, south of the Bewani Mountains (\cite[223]{Seiler:1985vo}). The bones of the deceased are preserved and are supposed to transfer the power of his or her spirit to the living. They are usually carried in a (special?) net bag and are part of the hunting gear when a close relative of the deceased goes hunting (see Sequence (\ref{ex:t6exkaepul})). This bone-related custom has also been reported for the Telefomin people, who live on the upper reaches of the Sepik (\cite{craig2018}).    The conceptual difference between the traditional and the Christian way of burying the dead seems to be as follows: In the past, the dead were placed in a tree, whereas today they are enclosed in a coffin and placed in the ground. A tree might symbolise openness, while a coffin covered with earth symbolises the locking up of the dead. This may mean that it is believed that the spirits of the dead are no longer able to help the living.  ",Margaret Osi ,"Margaret Osi . 2026. Ono basuiko. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",13,
C_06_4-uru,28,Urual,"This is a hunting story. Two brothers went hunting, but one of them was fatally wounded by the bite of a dangerous lizard. \textit{Urual} refers to \textit{Varanus salvadorii}, the ``Papuan monitor lizard'' from the Varanidae family, which is endemic to New Guinea (see comment on \textref{sc0302}). The story tells us that this animal was previously hunted for its meat. I assume that Andrew Wapi witnessed such hunting activities when he was young. The final sequence states that these lizards were common in the lowland forests and gives advice on how to kill them.  In this story, the deceased is buried in the ground, but without a coffin. The wake he received is a traditional custom. This part of the ritual after a death in the village is missing in \textref{sc0405} above. The reason for this could be that the man in question died in the bush and was not transferred to the village before the cremation ritual took place. I was told that such cremations never took place near settlements, but some distance away in the bush. ",Andrew Wapi w,"Andrew Wapi w. 2026. Urual. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",20,
C_07_4-diri,29,Diri wor dop lo,"This hunting story is about a supernatural power that enables the younger of the two brothers to change his appearance. He transformed into a dog and behaved like a hunting dog. In this way, he managed to secure two tree kangaroos as prey. The older brother did not notice the younger brother's transformation (see Sequence (\ref{ex:nrexkosiye})). He only became aware of it later in Sequence (\ref{ex:nrexwoworr}). After the hunt, the younger brother miraculously regains his human form. The story is set at a bush camp, and such camps are usually established in the deep forest for a few days in order to procure new food supplies. Therefore, the younger brother did not enter the main village in his changed appearance.  Dogs are indispensable for hunting marsupials. Hunters knock or shoot them down from trees and the dogs catch them on the ground (cf. \cite[135-138]{Brumbaugh:1984tn}).   Andrew Wapi's text contains some code-switching to Tok Pisin. Notably, we find Tok Pisin combined with the Kilmeri light verb \textit{pi}, for example \textit{kamap-pi} `become', \textit{tanim-pi} and \textit{senis-pi}, both `change'. An example is Sequence (\ref{ex:nrexkowors}). Even though the change of appearance is a narrative topos and an established concept in the Kilmeri tradition, there does not seem to be a verb with this meaning. In the story \textit{Wapues} (\textref{sc0205}) in Sequence (\ref{ex:nrexaesika}), the phrase \textit{dop kep pûke} `lose his skin' is used, but it is followed by Tok Pisin \textit{kamap-pi} and \textit{senis-pi}. In the story \textit{Kusudua} (\textref{sc0304}) in Sequence (\ref{ex:nrexduapon}), the expression \textit{dop kep poname} `give his skin to sb' occurs, again followed by \textit{senis-pi}. For the Tok Pisin verb \textit{lukautim} `take care of' there is a clear equivalent in Kilmeri, viz., \textit{yai} `take care of'. At the same time, the speaker uses Kilmeri serial verbs when necessary, for example in Sequences (\ref{ex:nrexlippue}), (\ref{ex:nrexsskaka}), (\ref{ex:nrexbipued}), (\ref{ex:nrexastaim}), (\ref{ex:nrexdiriim}), and (\ref{ex:nrexmikimi}), and thus exhibits good language competence.  Another comment concerns the narrator's style. The text is characterised by a lot of repetition. For example, the fact that the younger brother has turned into a dog is repeated several times. The catching and killing of the tree kangaroos is also repeated several times with almost the same wording. As a result, the text is not a fluid narrative. Instead, the narrator appears to constantly reassure himself about the plot.  ",Andrew Wapi w,"Andrew Wapi w. 2026. Diri wor dop lo. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",32,
D_01_4-ber,30,Pper papi,"Until at least 1961, the year the Ossima Mission was founded, and possibly much longer, men covered their penises with a decorated gourd. According to what Margaret Osi told me, the men used small egg-shaped gourds for this purpose. This type of phallocrypt is widespread in the Sepik, the Border Mountains and the Bewani Mountains. Some specimens are now part of the anthropological collections of museums in Berlin, Leiden, Paris, and Adelaide. They were found in many settlements and language groups. It is interesting to mention a specimen found in Kilifas in the Fas/Momu language area.\footnote{See the photo on the website ``Upper Sepik-Central New Guinea Project,'' Data Set, Language Fas, Village Fas 2, Title Gourd phallocrypt, Image No.1: \url{https://data.uscngp.com/artifact-images/7/VI\%2050037/1.jpg}} The depicted carved decoration looks similar to those described by Margaret Osi and worn by her husband Lis Osi and her father Apai.  ",Margaret Osi,"Margaret Osi. 2026. Pper papi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
D_02_4-die2,31,Die papi,"In her youth, Margaret Osi lived a traditional life. Making grass skirts was an important personal task for every woman and seemed to take up a lot of time. The skirts were worn day and night and did not last long. Apparently Margaret did not particularly enjoy the labour of making grass skirts. Only at the end of the report does she say which types of sago palms are most suitable and produce skirts that do not break so quickly. In other areas of New Guinea, grass skirts are made from real grass and not from the fibres of sago palm fronds.  Unfortunately, I could not witness the making of grass skirts. No woman makes them these days. So Margaret Osi's description remained somewhat theoretical for me. But photos show that grass skirts were densely woven from numerous individual, very thin strips of grass or fibre. Apparently they would start with the front, which covered the belly, and then continue with the back side (Sequence \ref{ex:nrexwayeup}).  ",Margaret Osi,"Margaret Osi. 2026. Die papi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",13,
D_03_4-die,32,Die aeppu pi,"The leaves of the tree contain a substance that is used as red colouring. Unfortunately, I was unable to identify these trees botanically. But \textcite{Fyfe:2011by} offers a good description of dyeing techniques in the Upper Sepik and provides identifications of some of the species used to dye string bag threads.  Whenever possible, materials were dyed with plants found in the forest. The dyeing of grass skirts took one day, including preparation and the drying process. Apparently, the skirts were left in the colouring solution for about six hours. The colour must have been non-fading.  Naturally, the women did not go into the deep bush alone, they accompanied their husbands. While the men went hunting, the women would search for the plants they needed.  ",Margaret Osi,"Margaret Osi. 2026. Die aeppu pi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",10,
D_04_4-oil,33,Ko oil pi,"Small-scale private production of coconut oil is very common in Kilmeri villages. Margaret Osi used to do this frequently. The oil is usually produced for personal use. Sometimes a surplus is sold on the local market. But nowadays, home-made coconut oil no longer meets people's needs, so they buy the oil from Vanimo supermarkets. Note that coconut oil is different from palm oil, which is produced in large plantations. Recently, one such plantation was established near Ossima (see \sectref{sec:casheconomy} above).  Interestingly, there is no vernacular word for oil in the Kilmeri language. ",Margaret Osi,"Margaret Osi. 2026. Ko oil pi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",11,
D_05_4-yaup,34,Yaup ulyo moli,"When my older consultants were young, their lives were based on materials that were largely provided by the natural environment. For example, the women did not use metal pots for cooking, but roasted food over the fire (bananas, breadfruit) or used vessels that they could make from bush materials. One type of such vessels used for cooking are bamboo tubes. Bamboo trunks are naturally segmented. If you cut off a long trunk, you get several tubes with a base and an opening. Such a tube served as a kind of pot. Because of the small diameter, several such tubes were needed to prepare a single meal. The tubes also needed a firm base. This meant using suitable timber to build a kind of grid in which the tubes could stand upright. Note that bamboo is quite fire-resistant (See also \textref{sc0201}, Sequence \ref{ex:nrexupulbo} and \textref{sc0208}, Sequence \ref{ex:nrexdueyam}).  ",Margaret Osi,"Margaret Osi. 2026. Yaup ulyo moli. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",12,
D_06_4-kos,35,Kos papi,"Margaret Osi comments on her granddaughter Imelda, who is sitting in an oil palm directly opposite the window of my house. Making brooms from palm material is still very common. Imelda cuts the palm fronds as raw material for the broom. The outer layer with the leaves has to be scraped off. Then the inner, tendon-like strips remain, which are tied together. The broom is then ready for use.   ",Margaret Osi,"Margaret Osi. 2026. Kos papi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
D_07_4-yur,36,Yûr lui,"Traditionally, birds are hunted with bow and arrow. This is a fairly silent way to kill them. Sometimes a shotgun is also used, as in the case of Lis Osi, Margaret's husband. In her report, Margaret switches to the first-person perspective and tells us that she herself is the hunter. Normally, women would not hunt for birds or game.  Note that the same vocabulary is used for rifle shooting as for traditional hunting. The bow is equivalent to the rifle, and the arrows are equivalent to the cartridges. The verb \textit{pulapi} ‘to draw a bow’ means ‘to load and aim with a rifle’ in the modern context. ",Margaret Osi,"Margaret Osi. 2026. Yûr lui. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
D_08_4-due,37,Due dû papi,"Right at the beginning of my field research, Susan Bisam was eager to describe the process of sago production to me, starting from cutting down the sago palm to mixing the sago pudding for consumption. Here she lists the activities and steps without explaining them in much detail. Susan spent most of her time processing sago for the family and also to sell in Vanimo if there was a means of transport to town. She was a strong woman and was capable of felling a fully grown sago palm by herself. The fibres of the palm bark are so hard that they were referred to with the word \textit{re} meaning `feather’. They are also similar in shape.  Susan's Kilmeri is very basic, but it contains the essential vocabulary.   A female cousin of Susan Bisam told her the following little story about pigs eating sago during night time, which Susan re-narrated in Tok Pisin in December 1999. It is included here because it adds a certain flavour to the processing of sago.  ",Susan Bisam,"Susan Bisam. 2026. Due dû papi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",7,
D_09_4-yas,38,Female fertility,"The text describes a contraceptive method (Sequences \ref{ex:nrexsekbop} and \ref{ex:nrexkomarr}), which is similar to using a vaginal diaphragm. The husband must not know that the wife wishes to avoid a pregnancy. The text also mentions a method for becoming pregnant (Sequences \ref{ex:nrexpuluel} and \ref{ex:nrexaeunem}).  Unfortunately, I was unable to botanically identify the tree, which is said to enhance fertility. Finally, the text speaks of miscarriages (Sequences \ref{ex:nrexsuippu} and \ref{ex:nrexraripw}), after which the fetus was buried in the ground.  In the past, women had to sleep in a special small hut called \textit{pol yip} in Kilmeri during their menstruation. Menstrual blood was collected from a hole in the ground.  ",Margaret Osi ,"Margaret Osi . 2026. Female fertility. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",6,
E_01_4-marone,39,Margaret Osi I,"Margaret Osi told me this first version of her life story in the earliest days of fieldwork. It is very short and linguistically most simple, but contains the most important steps of her life (cf. \cite[926-927]{Gerstner-Link:2018un}). The sequence of short clauses perfectly presents the basic SOV word order of Kilmeri. ",Margaret Osi,"Margaret Osi. 2026. Margaret Osi I. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",9,
E_02_4-marg,40,Margaret Osi II,"Margaret herself entitled this account of her life with Tok Pisin \textit{Laip stori bilong man bilong mi taim em i dai} (`Life story of my husband when he died'). This suggests that the story is about her husband's last days. In fact, however, it centres on the difficulties she faced after his death. This recollection of Margaret's way of life after her husband's death ties in with her first short version above (\textref{sc0601}). This second part of her narrative is very repetitive and shows the great emotional and economic tumult of living as a widow.  The text exhibits some code-switching. The following nine words are all Tok Pisin: \textit{kaikai} `food', \textit{famili} `family', \textit{baimpi} `to buy', \textit{maket} `market', \textit{moni} `money', \textit{rais} `rice', \textit{sop} `soap', \textit{omo} `detergent' (a brand name for the type of product), \textit{painimpi} `to look for', \textit{na} `and'. In the text, Tok Pisin verbs alternate with their Kilmeri equivalents. The same goes for Tok Pisin \textit{kaikai} `food' likewise. There are four nouns which do not have Kilmeri equivalents: \textit{famili}, \textit{maket}, \textit{sop}, and \textit{omo} and should be considered true loanwords. The grammar in which these Tok Pisin words are embedded is strictly Kilmeri.  ",Margaret Osi,"Margaret Osi. 2026. Margaret Osi II. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",16,
E_03_4-sus,41,Susan Bisam,"This is a short account of Susan's life, beginning with her marriage to a man from the Sepik. She focuses on the things her husband was doing without mentioning anything about her own daily activities. Nevertheless, she may have beaten the drum, as the final sequence might seem to indicate. The crocodile carvings on the slit drum (Sequence \ref{ex:nrexuraiga}) show that the crocodile is an essential feature of Sepik culture.  Susan also told her life story in Tok Pisin. This version is longer and talks about the rush on crocodile skins in the area that eventually led to her marrying a man from Angoram (Lower Sepik). Note that Susan tells the story in the third person. The Tok Pisin text is not glossed, but is presented as a parallel text with an English translation below: ",Susam Bisam  ,"Susam Bisam  . 2026. Susan Bisam. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",8,
E_04_4-andr,42,Andrew Wapi,"At my request, Andrew Wapi recounted his life from the beginning to the present day in 2000, during which time he lost three relatives: both his parents and his first wife. In 2001, his second son Vincent died. When naming his children, Andrew Wapi first lists the indigenous name and then adds the Christian name. For him, the indigenous names are the real names, the others are just modern additions.  The following report of Andrew Wapi's life contains quite some Tok Pisin vocabulary. Some of this is found with other speakers, for example \textit{laip stori} `story of one's life', \textit{storimpi} `to tell', \textit{nem} `name', \textit{taim} `when', \textit{karimpi} `to beget'. Additionally, Andrew uses \textit{lukautimpi} `to take care of', \textit{pinispi} `to finish', and \textit{bilong mi} `of me'.  The word \textit{yilewi} `place' -- which I have only heard in this report -- is possibly related to I'saka \textit{i'} `village' and/or \textit{wéi} `house'. The emphatic suffix \textit{-ya} is also of I'saka origin (cf. \tabref{clannames} above).   Also noteworthy is the frequent use of Kilmeri \textit{boyo} `later'. Here it functions almost as a coordinator for `and then'. Note also the metaphorical use of \textit{pue} `go' in Sequence \ref{ex:nrexkrisma}, which is used to indicate the passing of time (cf. \cite[950-953]{Gerstner-Link:2018un}). ",Andrew Wapi ,"Andrew Wapi . 2026. Andrew Wapi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",17,
E_05_4-laip,43,Margaret Osi III,"Margaret's third autobiographical story begins with the year of her birth. This is followed by the years of her marriage, the birth of her first child and finally the year of her husband's death. In this way, she embeds her life in a modern way of reckoning time. Along with this kind of mental framing, she tells of her  adolesent life in steps that correspond to those of girls and young women of the same age. The capacity of helping one's parents in daily life is a big step in growing up. It prepares young women for their future responsibilities after marriage. Margaret herself did not marry early. She mentions three times that she currently lives on her own (Sequences \ref{ex:nrexppilin}, \ref{ex:nrexboyonu} and \ref{ex:nrexmemiko}). According to the dates, she must have been in her early twenties when she got married. Then she married a man who was much older and she became his second wife (Sequence \ref{ex:nrexkoukip}). The husband was the head of the village at the time. He made all the decisions and arrangements for the Catholic mission in Ossima. Obviously there was some tension between the stepbrothers, i.e., the sons from the two wives, which I could witness myself. The fact that Margaret had usurped the position of Lis Osi's wife may have been one of the reasons why his firstborn son Paul Waia  killed Margaret's sow (Sequence \ref{ex:nrexpaulwa}). Margaret's own oldest (surviving) son David seemed to have a certain influence in the village by mediating disputes.   Margaret always admired the staff at the Mission. The head of the agricultural section of the Mission, Brother James Coucher CP, was a charismatic personality and was adored by all the villagers and the wider community. His esteem is apparent in Sequences \ref{ex:nrexyaeaul}-\ref{ex:nrexepueka}. The private cattle business also continued after `Brother Jim' had left Ossima. For example, I was able to buy a cow for Margaret from one of the cattle owners. Margaret was proud to be the owner of a cow and was happy when her cow became pregnant. She finishes her story with this fact. ",Margaret Osi,"Margaret Osi. 2026. Margaret Osi III. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",31,
F_01_4-urikoi,44,Urai ikoiele,"This is a tragic story about river crocodiles attacking humans. The events described probably took place in the 1970s near Ossima, when there were still large crocodiles in the Puwani River. At that time, great caution was always required when crossing the river. An attack was always a possibility. The incident in question seemed to have thrown the whole village into a frenzy. After the crocodile's attack, a thorough search was launched for the remains of the victim. Part of his body was found in the crocodile's stomach. The remains of the man were later buried in a coffin like an intact corpse. This corresponds to the practice described in the crocodile bush spirit story (cf. \textref{sc0307}). From this we can conclude that it was crucial to guide the deceased, represented by the corpse (or at least some of its remains), into the world of spirits through an appropriate ritual, be it traditional or Christian. Only in this way could his good spirits protect the rest of the family (cf. \textref{sc0405}).  ",Margaret Osi ,"Margaret Osi . 2026. Urai ikoiele. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",33,
F_02_4-bidup,45,Bi dupua luwe,"This is a memory of a hunt in the (late?) 1970s, when the Ossima Mission had already existed for nearly twenty years. The seventies and eighties were a cultural transition period from the old customs to the new way of life. Note that some of the meat was sold at the market in Vanimo. We can see that hunting had become a means of generating surpluses in addition to subsistence gardening.  ",Margaret Osi ,"Margaret Osi . 2026. Bi dupua luwe. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",12,
F_03_4-hel,46,Bo Helenpiro,"Helen Osi was the first wife of Lis Osi, the ``modern mind'' and leader of Ossima village. After his death she lived on for another ten years and received support from her second son Jeffrey Osi. Her first-born son Paul Waia had moved to Port Moresby. Helen passed away in 2005. In the last phase of her life she became frail and seemed to suffer from dementia. Helen often sat in an unfinished house where she kept her own fire and cooked for herself. But the fire that killed her occurred in her old house not far from her son's family. She was buried in the garden of my house, and a coconut tree was planted. Note that Jeffrey Osi feels the need to state clearly that his mother's death was a natural occurrence because of her age and the fire. He wants to cast aside thoughts of magic and superstition. ",Margaret Osi ,"Margaret Osi . 2026. Bo Helenpiro. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",18,
F_04_4-ul,47,Ul ko lu,"The sago swamps are full of unpleasant and even dangerous things: an abundance of annoying insects, the large thorns of the sago palms and sharp-edged sago leaves, and pieces of bamboo. Many people walk barefoot, like Susan, because of the wet and soggy ground. Not surprisingly, you can step on thorns or other sharp objects. Some people wear rubber boots, but they are expensive and uncomfortably hot.  Two days after the accident, Susan came to my house, and I treated the deep cut on her foot. Fortunately, that helped. However, Susan is not a woman who likes to rest. The sago swamp is her second home. She can barely imagine a day without going there, unless she is working in her garden. In the end, she was very fortunate as the wound healed quickly. ",Susan Bisam,"Susan Bisam. 2026. Ul ko lu. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",26,
F_05_4-kipi,48,Ko kipino ye,"Returning home from the sago swamp with two heavy baskets of sago flour, Susan fell from the platform of her house in Ossima Asples. The platform is like an open veranda without railings. When you put down a heavy load -- wet sago or firewood or a basket of coconuts -- you have to be careful to maintain balance. Susan was probably exhausted and wanted to quickly get rid of the load. That is how the accident happened.   Once again we see that sago processing is Susan's way of life. In her home village, she received no support from her brothers. After the death of her husband, she was living alone having to feed four children. Sago makes up a family's staple diet. This meant that Susan had to do her sago work almost every day. Only the older ones of her twelve children were able to provide for themselves in their own families.  ", Susan Bisam," Susan Bisam. 2026. Ko kipino ye. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",10,
F_06_4-kauyek,49,Ko kau yek,"The Ossima Mission had an agricultural branch in order to improve nutrition and train young men in cattle breeding. There were therefore several herds of cows grazing in the immediate vicinity of the houses at Osi Camp. The fences were often broken, and the animals could roam freely. One night this happened again, and Margaret took action. She tried to chase a particular cow back beyond the fences. Unfortunately, she tripped and seriously injured her shoulder and upper arm. I was not there to witness the accident as it happened a few months before my 2006 field trip. ",Margaret Osi ,"Margaret Osi . 2026. Ko kau yek. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",24,
F_07_4-yib,50,Yipp pol,"For a while now I had wanted to see a wildfowl nest in the forest. One day Margaret and I set off to find one. The villagers know about such places, of course, and Margaret knew where to go. Wild fowl eggs are a much appreciated addition to meals, especially as chicken eggs are not usually eaten but left to hatch. The location of the nest was about half an hour from the houses of Osi Camp, passing the spot where Margaret and her husband had their small bush hut. Then the track led into the forest. After a while, between the buttressed trunk of a \textit{kwila} tree (\textit{Intsia bijuga}), we saw the big nest of a wild fowl, which is a large ground- breeding bird. ",Margaret Osi ,"Margaret Osi . 2026. Yipp pol. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",9,
F_08_4-oskri,51,Ko Vanimoyo lo,"The provincial capital of Vanimo is within everyone's reach from the village of Ossima. It's a quick journey by car with the public motor vehicle (PMV) or, while I was working on fieldwork, with Jeffrey Osi's farm truck. The slower way is on foot over the hills of Krisa. Many of the villagers used to walk to town, and Margaret did this quite often. The purpose of the journey was both to meet relatives who lived in Vanimo and just to be in town. She wanted to experience the atmosphere of the town, a motivating factor for the trip that should not be underestimated. The walk was exhausting for Margaret who was in her sixties, but she also enjoyed it.  ",Margaret Osi ,"Margaret Osi . 2026. Ko Vanimoyo lo. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",9,
F_09_4-suduk,52,Sû duki,"Torches are standard equipment for people in an environment without electricity. Fancy flash lights that can be made to flicker in colour, however, are not suitable for the forest because they scare the animals even more. Margaret wanted to state that the man in the story learnt a valuable lesson.  ",Margaret Osi ,"Margaret Osi . 2026. Sû duki. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",10,
F_10_4-ikmar,53,Claudia ikoina nomari,"I had to see a doctor because of a severe skin rash one day. Margaret accompanied me to town. We could travel in a four-seater Cessna aircraft. It was Margaret's first time on a plane, which is why everyone in town was surprised to suddenly see her there.  We stayed in the bishop's guest house, where my family and I would normally sleep when we stayed in Vanimo. At times, our daughter Eva would stay with lay missionary friends in Lote, a mission village on a promontory a few kilometres west of Vanimo.   The story is told from different perspectives. It begins from my perspective. And then Margaret continues from her perspective. ",Margaret Osi ,"Margaret Osi . 2026. Claudia ikoina nomari. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",15,
F_11_4-mili,54,Bo Milipiro,"At one point, Mili, the daughter of Charles Osi and his wife Imelda, had to be taken to the hospital in Vanimo for treatment. She was suffering from a serious wound that could not be treated in the village of Ossima. It was not clear what the cause of this severe, ulcerated wound was. Mili's mother could not accompany her because of their other four children. So Margaret Osi went to the hospital together with Mili and stayed with her during the long weeks of treatment. After the ulcer had been successfully excised, a skin transfer was necessary. The doctor removed a piece of skin from Mili's thigh.   Ulcerating infections under the skin are quite common in the forest. Some of them heal on their own. Others can be cured with a special antibiotic. If such medication is not available, the inflammation may become so severe that a sepsis is possible. Then an operation is required.  ",Margaret Osi ,"Margaret Osi . 2026. Bo Milipiro. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",36,
G_01_4-au,55,Ko Greenyo lo,"The village of Green is the site of Green River High School in the Upper Sepik region, where Margaret's daughter Grace went to school after finishing 6th grade. Green River High School is a boarding school. However, students are expected to bring some food as school supplies are limited. Packages would sometimes be sent, but every now and then a family member would bring in some food. Margaret was fortunate to get a free flight to Green. For her this was a fantastic experience. For the first time, she saw the mountains from above. Her daughter Grace almost couldn't believe she was seeing her mother on the school grounds. However, this brief reunion is not part of the story. On the return flight to Ossima, the fog lifted. ",Margaret Osi ,"Margaret Osi . 2026. Ko Greenyo lo. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",6,
G_02_4-ini,56,Ri ini piowemon,"Margaret had bad luck one day while working in her garden. She was trying to cut a branch from a tree that had already been felled. Unfortunately, the branch hit her on the forehead and caused a bruise. She must have been terrified by the accident because later she told me that she could just as easily have been killed. A bush knife is certainly not the best tool for chopping thick branches, but she had no axe at her disposal.  ",Margaret Osi ,"Margaret Osi . 2026. Ri ini piowemon. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
G_03_4-mari,57,Ko mimaripi,"Margaret often struggled to do her garden work. She loved this work, but was soon exhausted. Margaret suffered from various pains, especially after the accident with the cow (\textref{sc0706}). In such situations she felt somehow betrayed by her sons who did not support her properly. During my stays in field, her situation was improved because we shared all meals. I cooked rice for breakfast. We had a cup of tea and a nice bowl of rice with bananas or sugar every day before the language sessions. She loved starting the day that way.  ",Margaret Osi ,"Margaret Osi . 2026. Ko mimaripi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_04_4-yer,58,Ko yeriyo,"Every now and then Margaret would share a dream  she had dreamed the previous night. This time,  she dreamed of me and my daughter Eva. Though she was sure the scene of the dream was in my country, the setting resembled the upper reaches of the Puwani River. Margaret mentions a second child who is probably a friend of Eva's who had visited us in Ossima a few years ago. Just like Eva, this girl had beautiful, curly, light-coloured hair. And Margaret always admired that kind of hair. ",Margaret Osi ,"Margaret Osi . 2026. Ko yeriyo. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",7,
G_05_4-pupi,59,Pupi kwerno,"This text shows Margaret's sensitivity to the atmosphere of an afternoon when everyone is out in their gardens, and all is very quiet. When she started to speak, it almost sounded like a poem. She speaks of the peacefulness of life and nature. The harshness of daily labour seems to have vanished. There is only the presence of silence. ",Margaret Osi ,"Margaret Osi . 2026. Pupi kwerno. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
